plate,experiment,row,col,date_ster,date_germ,date_inoc,date_process,transfer_h,strain1_od,strain2_od,strain1,strain2,plant,plate_filled_with,Type,light_lx,temp_dn,MS,MES,pH,notes,Incubator_germ,Incubator_growth
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0031,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0032,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,A,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0033,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0034,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0035,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0036,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0037,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0038,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0039,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,7,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0040,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,8,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0041,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,9,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0042,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0043,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0044,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,B,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0045,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0046,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0047,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0048,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0049,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0050,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0051,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,7,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0052,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,8,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0053,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,9,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0054,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0055,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0056,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,C,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0057,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0058,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0059,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0060,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0061,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0062,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,N2C3-_crim,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0063,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,7,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0064,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,8,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0065,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,9,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0066,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0067,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0068,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,D,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,WCS365-_neon,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0069,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0070,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0071,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0072,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0073,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0074,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0075,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,7,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0076,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,8,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0077,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,9,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0078,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0079,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0080,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,E,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0081,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0082,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0083,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0084,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0085,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0086,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,WCS365-_neon,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0087,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,7,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0088,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,8,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0089,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,9,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0090,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0091,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0092,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,F,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0093,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0094,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0095,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0096,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0097,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0098,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0099,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,7,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,MIX,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0100,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,8,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,MIX,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0101,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,9,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,MIX,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0102,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,10,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,MIX,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0103,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,11,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,MIX,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0104,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,G,12,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,N2C3-_crim,WCS365-_neon,col0,,MIX,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0105,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,H,1,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0106,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,H,2,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0107,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,H,3,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0108,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,H,4,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0109,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,H,5,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0110,4thfloor,2ndfloor
PlateC_T3h_Trial4,2024-02_Peffect_Trial4,H,6,2024-02-07,2024-02-09,2024-02-14,2024-02-21,3,0.001,0.001,MOCK,MOCK,col0,,Priority,110,23_23,0.5,0.5,5.8,Strain 2 was innoculated incorectly. N2C3_Crim = abs 0.003 and WCS_NEON = 0.0111,4thfloor,2ndfloor
